H3 Content	OS Content	GK Content
<012v>	кꙑ· дои҅де и҅ къ странамъ и҅сауръскꙑ-	θνη, κατήντησεν εἴς τινα μέρη τῆς Ἰσαυρί-
<012v>	мъ· и҅ о̑услꙑшавъ· ꙗ҅ко вь҆си гради и҅-	ας... καὶ μαθών, ὅτι πᾶσαι αἱ πόλεις αὐ-
<012v>	мъ и҅ мѣста паче и҅нѣхъ ѧ҅ꙁꙑкъ бѣсꙑ	τῶν καὶ αἱ περίχωροι ἐμμανῶς ἔχουσιν ὑπὲρ πάντα τὰ ἔθνη
<012v>	имѫтъ· къ коумирьскꙑимъ прѣль-	πρὸς τὴν τῶν εἰδώλων ἀπά-
<012v>	стемь҆· хотѣа҅ше и҅ти къ горьн҄иїмъ	την... ἀνελθεῖν καὶ ἐπὶ τὰ ἀνατολικὰ μέρη ἐπήγετο,
<012v>	мѣстомъ· нъ въꙁбрани ѥ҅моу ст꙯ꙑи҆	ἀλλ' ἐκωλύθη ὑπὸ τοῦ
<012v>	дх꙯ъ· многааго ради їхъ ради и҅хъ не-	πνεύματος διὰ τὴν πολλὴν αὐτῶν ἀ-
<012v>	вѣрь҆ства· ꙗ҅ко не и҅мѫтъ приѧ҅ти про-	πιστίαν... ὡς οὐκ ἀποδέξονται τὸ κή-
<012v>	повѣданиꙗ· по реченоуо̑умоу о҅тъ г꙯а·	ρυγμα διὰ τὸ εἰρημένον ὑπὸ τοῦ κυρίου·
<012v>	не помештате бисъра вашего свиниꙗ҅-	„Μὴ βάλετε τοὺς μαργαρίτας ὑμῶν τοῖς χοί-
<012v>	мъ· о̑уклони сꙙ о҅ть н҄̑ихъ· ноуждѫ се-	ροις”, ἐξέκλινεν ἀπ᾽ αὐτῶν, ἀναγκαῖον
<012v>	бѣ сътворивъ· и҅ їнѣмъ прѣжде жь҆-	ἡγησάμενος ἄλλοις πρότερον ἀπεκ-
<012v>	дѫштиїмъ· проповѣдати слово бе съ-	δεχομένοις κηρύξαι τὸν λόγον ἀνεμ-
<012v>	блаꙁна· по о҅тъкръвению̑ дх꙯а ст꙯ааго·	ποδίστως κατὰ ἀποκάλυψιν τοῦ πνεύματος...
<012v>	потомь҆ же несторъ к꙽то вь тѣхъ мѣстѣ-	Μετὰ δὲ πλεῖστον χρόνον Νέστωρ τις ἐν ἐκείνοις τοῖς τό-
<012v>	хъ· добрааго корене о҅брѣтъ сꙙ· нада	ποις καλὴ ῥίζα εὑρεθεὶς Ναδὰν
<012v>	нарицаѥ҅мѫ и҅мꙑ женѫ· живѫшта вь	ἔχων γυναῖκα οὕτω προσαγορευομένην
<012v>	вь҆си нарицаѥ҅мѣ видана· сѫшти о҅тъ	Βίδαναν κώμην οὖσαν
<012v>	града и҅саурь҆скаа҅го· и꙯ї· попь҆риштъ·	ὡς ἀπὸ σταδίων δέκα ὀκτὼ τῆς Ἰσαύρων πόλεως·
<012v>	и҅ проꙁꙙбоста плода благовѣрънааго·	ἐβλάστησαν καρπὸν εὐσβείας,
<012v>	и҅ нарекошꙙ и҅мꙙ ѥ҅моу кононъ· семоу	ὃν ἐπωνόμασαν Κώνωνα. Τούτου
<012v>	же въꙁдрастомсъвръшеноу бꙑвъ-	δὲ ἐν ἡλικίᾳ τελείᾳ γενομέ-
<012v>	шоу· родител҄ѣ ѥмоу съвѣштаста сꙙ	νου, οἱ γονεῖς μνηστεύ-
<012v>	женити ї дѣвицеѭ̑ именемь а҅н꙽на·	ονται αὐτῷ κόρην ὀνόματι Ἄνναν.
<013r>	дошедъшоу же врѣмени бракоу· ꙗ҅ви сꙙ	Φθάσαντος δὲ τοῦ καιροῦ τοῦ γάμου φαίνεται
<013r>	кононоу· а҅р꙽хаг꙽г҄елъ михаи҅лъ· а҅кꙑ мѫ-	τῷ Κώνωνι ὀ ἀρχάγγελος Μιχαὴλ
<013r>	жь҆ въ о҅дежди свѣть҆лѣ· и҅ бесѣдоуѧ	ἐν ἐσθῆτι λαμπρᾷ καὶ συνομιλῶν
<013r>	сь҆ н҄имъ о҅глашааше и҅стинь҆нꙑѧ таи҅-	αὐτῷ κατήχει τὰ τῆς ἀληθείας τοῦ μυστη-
<013r>	· о҅нъ же о̑увѣштавъ сꙙ· и҅ тоу а҅биѥ҆	ρίου. Ὁ δὲ κατανυγεὶς καὶ παρ' αὐτὰ
<013r>	срьдь҆це въдавъ прошаа҅ше кръштени-	τὴν καρδίαν ἐπιδοὺς ἐζήτει τὸ βάπτισ-
<013r>	ꙗ· молꙗше же сꙙ а҅кꙑ мѫжоу а҅рхаг꙽г҄е-	μα· ἐδέετο δὲ ὡς ἀνδρὸς τοῦ ἀρχαγγέ-
<013r>	лоу· мнꙙ сего чловѣка сѫшта· а҅рхаг꙽г҄е-	λου νομίσας αὐτον ἄνθρωπον εἶναι. Ὁ δὲ ἀρχάγγε-
<013r>	лъ же раꙁоумѣвъ конона о̑увѣштавъ-	λος γνοῦς τὸν Κώνωνα κατανυγέν-
<013r>	ша сꙙ· и҅ вь҆сѣмо̑умомприїмъшь сло-	τα καὶ προθύμως δεξάμενον τὸν λό-
<013r>	во· и҅ просꙙшта кръштениꙗ· веде ѥ҅го	γον καὶ ἐπιζητοῦντα τὸ βάπτισμα ἄγει αὐτὸν
<013r>	къ водѣ· и҅ сьведъ ѥго· въ ст꙯ѫѭ̑ и҅ бла-	ἐπί τι ὕδωρ καὶ καταγαγὼν αὐτὸν ἐβάπτισεν ἐπὶ τῇ ἁγίᾳ καὶ μα-
<013r>	женѫѭ̑ трои҅цѫ· и҅ давъ ѥ҅моу комъка-	καρίᾳ τρισσῇ ὀνομασίᾳ καὶ δοὺς αὐτῷ μαργαρί-
<013r>	ниѥ и҅ ꙁнаменавъ ѥ҅го· и҅ свꙙтивъ о҅ти-	την σφραγίσας αὐτὸν καὶ ἁγιάσας ἀνεχώρη-
<013r>	де невидимо· видимо бо прѣбꙑваа҅-	σεν τοῦ ὁρᾶσθαι· ἀοράτως δὲ συμπαρέμε-
<013r>	ше сь҆ н҄имь дои҅жде ст꙯и сꙙ· и҅ їсплънь бꙑ-	νεν αὐτῷ ὡς ἁγιασθέντι καὶ πλησθέντι
<013r>	стъ ст꙯ааго дх꙯а· родител҄ꙗ же ѥ҅моу сего	πνεύματος ἁγίου. Οἱ δὲ γονεῖς αὐτοῦ τοῦτο
<013r>	не вѣдѫшта сьвѣтъ о҅ брацѣ твораста·	μὴ ἐγνωκότες, τὸ συμβόλαιον τοῦ γάμου διετέλουν·
<013r>	и҅ приведъша о҅жениста· о҅нъ же въпрь҆-	καὶ ἀγαγόμενος τὴν μεμνηστευμένην συνῴκησεν αὐτῷ. Ὁ δὲ... ἐν προοιμί-
<013r>	воѥ вь҆ꙁемъ въжьженѫ свѣштѫ· поло-	ῳ λαβὼν ἁπτόμενον λύχνον τίθη-
<013r>	живъ подъ спѫдомь҆· и҅ рече къ женѣ	σιν ὑπὸ μόδιον καί φησιν πρὸς τὴν γαμετὴν
<013r>	своѥ҅и҆ сѫшти ѥ҅и дѣвици· ч꙽то ѥ҅стъ	αὐτοῦ οὖσαν παρθένον· „Τί
<013r>	слажде свѣтъ ли и҅ли тъма· о҅на же о҅ть҆-	ἡδύτερον τὸ φῶς ἢ τὸ σκότος;”. Τῆς δὲ συν-
<013r>	вѣшта свѣтъ ѥ҅стъ слажде· и҅ їна при-	θεμένης τὸ φῶς εἶναι ἡδύτερον, προβαλόμ-
<013r>	ложивъ о҅тъ ст꙯ааго дх꙯а данꙑѧ ѥ҅моу	ενος ἐκ τῆς τοῦ ἁγίου πνεύματος δοθείσης αὐτῷ
<013r>	благодѣти словеса каꙁанию̑· о҅брати	θείας χάριτος λόγους νουθεσίας, μετέβαλεν
<013r>	о̑умъ о҅троковици· и҅ чиста прѣбꙑвъ-	τὴν γνώμην τῆς κόρης, καὶ ἀμόλυντοι μείναν-
<013r>	ша· троудиста сꙙ и҅ꙁвѣсто въ в꙽сеи чи-	τες ἤσκησαν ἀκριβῶς ἐν πάσῃ ἁγνεί-
<013r>	стотѣ съхранивъша свои тѣлесѣ· вь҆ не-	ᾳ φυλάξαντες τὰ ἑαυτῶν σώματα ἄ-
<013v>	и҅стьлѣниї· о̑услꙑша же мати правь҆дь҆-	φθαρτα. Μαθοῦσα δὲ ἡ μήτηρ τοῦ δικαί-
<013v>	ноуо̑умоу· и҅ рада бꙑстъ и҅ въсхвали ѭ̑·	ου συνέθετο μετ' ἐπαίνου τῇ προθέσει αὐτῶν
<013v>	и҅ въ тои҆ жиꙁни прѣбꙑста· потомь же	καὶ τὸν αὐτῶν ἐκαρτήρεσεν βίον, μετ' οὐ πολὺ δὲ
<013v>	и о҅т ⸯца своѥ҅го а҅р꙽хаг꙽г҄еловꙑ ради благо-	καὶ τὸν ἑαυτοῦ πατέρα διὰ τῆς τοῦ ἀρχαγγέλου χάρι-
<013v>	дѣти· о҅братив блага о̑угодь҆ника по-	τος μεταγαγὼν εὐάρεστον ἀπέδει-
<013v>	каꙁа бо꙯у· ꙗ҅коже и҅ ха꙯ ради мѫчениѥ съ-	ξεν τῷ θεῷ, ὃς καὶ τοῦ Χριστοῦ τὸ μαρτύριον ἐπ-
<013v>	връши· о̑умеръши же ст꙯ааго конона же-	ετέλεσεν... Τελευτησάσης δὲ καὶ τῆς τοῦ ἁγίου Κώνωνος γα-
<013v>	нѣ чистѣи҆· и҅ съ материѭ̑ ѥ҅го· въ ѥ҅дно-	μετῆς ἀφθόρου ἅμα δὲ καὶ τῆς αὐτοῦ μητρὸς ἐν ἑ-
<013v>	мь҆ гробѣ положи ї· о҅ста же о҅ себѣ ѥ҅ди-	νὶ κατέθετο μνήματι. Ἔμενεν δὲ καθ' ἑαυτὸν μό-
<013v>	нъ растꙑ· вь вь҆семъ трь҆пѣниї и҅ троу-	νος... αὐξάνων ἐν πάσῃ καρτερίᾳ καὶ ἀνδρείᾳ καὶ ἀσκή-
<013v>	дѣ· даноѥ ѥ҅моу съкровиште о҅тъ бла-	σει τῶν δεδομένων αὐτῷ θησαυρῶν ἀπὸ τῆς
<013v>	годѣти доуховь҆нꙑѧ· до врѣмене ꙗ҅вь҆е҅-	τοῦ ἁγίου πνεύματος χάριτος μέχρι καιροῦ τῆς ἀναδεί-
<013v>	ниꙗ ѥ҅моу съхран҄ь· Великъ же день тво-	ξεως αὐτοῦ... φυλάττων. Γενεσίων δὲ ἀγο-
<013v>	рꙙште а҅пооу· вь҆ пештерѣ коѥ҅и	μένων τοῦ Ἀπόλλωνος ἐν σπηλαίῳ τινι
<013v>	страшьнѣ и҅ темь҆нѣ· и҅жде по о҅бꙑча-	φρικωδεστάτῳ... καὶ σκοτώδει· ἔνθα κατὰ τὸ εἰω-
<013v>	ю̑ и҅мъ бѣаше творити съборъ исаурь҆-	θὸς αὐτοῖς ἦν ἐπιτελεῖν τὴν πανήγυριν τοῖς τὴν Ἰσαυρό-
<013v>	скоуо̑умоу градоу· и҅деже многꙑ тъ-	πολιν... οἰκοῦσιν, ἐν ᾧ πολλαὶ μυριά-
<013v>	мꙑ мѫжь и҅ женъ· о҅тъ и҅сауриѧ съби-	δες ἀνδρῶν τὲ καὶ γυναικῶν Ἰσαύρων συνέτρε-
<013v>	раа҅хѫ сꙙ· ѥ҅стъ же въ прѣгꙑн҄ѣхъ мѣ-	χον. Ἔστι δὲ ὁ τόπος ἐν ἀγρίοις
<013v>	сто то· и҅ вь҆ непрѣходънꙑи҆хъ горахъ·	καὶ ἀνυπερβάτοις ὄρεσιν κείμενος,
<013v>	растоѧ о҅тъ града попришть четꙑрь·	ἀπέχων δὲ τῆς πόλεως ἀπὸ μιλίων τεσσάρων.
<013v>	въ тъ о̑убо день҆ сь҆бираѭ̑штоу сꙙ наро-	Ἐν ταύτῃ οὖν τῇ ἡμέρᾳ συναγομένων τῶν ὄχ-
<013v>	доу· и҅ хотꙙште и҅ꙁ꙽ града иꙁлѣсти· въ-	λων καὶ μελλόντων ἐξορμᾶν ἀπὸ τῆς πόλεως, ἐξ-
<013v>	неꙁаа҅пъ пристѫпивъ ст꙯ꙑи҆ кононъ·	αίφνης ἐπιστὰς ὁ ἅγιος Κώνων
<013v>	покаꙁа сꙙ и҅мъ вь томь҆ градѣ· и҅ видѣ-	φαίνεται αὐτοῖς ἐν αὐτῇ τῇ πόλλει... καὶ θεασά-
<013v>	въ ѧ въо҅рѫжьшѧ сꙙ и҅ о̑уготовьшꙙ сꙙ·	μενος αὐτοὺς ἐνόπλους ἑτοίμως ἔχοντας τὴν ὁρμὴν
<013v>	на прѣдьлежꙙштаꙗ нечь҆стиꙗ· свои-	ἐπὶ τὴν προκειμένην ἀσέβειαν, τῇ ἰδί-
<013v>	ми҅мъ ѧ҅ꙁꙑкомъ въскрича глаголꙙ·	ᾳ αὐτῶν διαλέκτῳ ἔκραξεν λέγων·
<013v>	мѫжи потрьпите· да васъ въпрошѫ·	„Ἄνδρες, ἐπίσχετε καἰ ἐρωτήσω ὑμᾶς”.
<014r>	рече же имъ· на ч꙽то обраꙁъ сьвьпльчени-	Ἔφη δὲ αὐτοῖς· „Πρὸς τί τὸ σχῆμα τοῦτο τῆς προτάξεως
<014r>	ю̑ о̑устръ҆мили сꙙ ѥ҅сте· ѥ҅да каꙗ рать ва-	καὶ τὴν ὁρμὴν ἐπειγομένως ἔχετε; Μή τις ὑμᾶς ἀνάγκη
<014r>	съ ноуждьна ꙁоветъ· о҅ни же рѣшꙙ ні· нъ	πολέμου καλεῖ;” Οἱ δὲ εἶπον· „Οὐ, ἀλλὰ
<014r>	трѣбѫ богоу а҅полоноу творимъ дьне-	θυσίαν θεοῦ τοῦ Ἀπόλλωνος ἐπιτελοῦμεν”.
<014r>	сь· ст꙯ꙑи҅ же къ н҄имъ· да к꙽то ѥ҅стъ сіи҆	Ὁ δὲ ἅγιος πρὸς αὐτούς· „Καὶ τίς ἐστιν οὗτος
<014r>	а҅полонъ хотѣлъ бꙑхъ о̑увѣдѣти·	ὁ Ἀπόλλων θέλω μαθεῖν.
<014r>	ч꙽то же ѥ҅стъ мошть҆ ѥ҅моу· и҅ли ч꙽то ѥ҅го	Τίς δὲ ἡ δύναμις αὐτοῦ ἢ τίς αὐτοῦ
<014r>	сила· о҅ни же рѣшꙙ ѥ҅моу· тъ нꙑ строи҅-	ἡ ἐνέργεια;”. Οἱ δὲ ἔφησαν αὐτῷ· „Αὐτὸς ἡμᾶς καθωπλί-
<014r>	тъ и҅ крѣпитъ въ рати ꙗ҅коже и҅ о҅тцꙙ	ζει καὶ κατισχύει ἐν πολέμοις ὡς καὶ τοὺς πατέρας
<014r>	нашꙙ· о҅ни бо и҅ прѣдашꙙ намъ сиї обꙑ-	ἡμῶν· ἐκεῖνοι γὰρ παρέδωκαν ἡμῖν τοῦτο τὸ ἔ-
<014r>	чаи҆· ст꙯ꙑи҅ же кононъ въпрашааше и҅хъ	θος”... Ὁ δὲ ἅγιος Κώνων ἠρώτα αὐτοὺς
<014r>	рѫгаѧ сꙙ· слꙑшасте ли о̑убо о҅тъ н҄его	μυκτηρίζων· „Ἠκούσατε οὖν παρ' αὐτοῦ
<014r>	гласъ· ли дасте ѥ҅моу слово· о҅ни же рѣ-	φωνῆς ἢ ὅτι ἔδωκεν φθόγγον τινι;” Οἱ δὲ εἶ-
<014r>	шꙙ· ни нъ о҅бꙑчаи҆ отецъ нашихъ о̑увѣ-	πον· „Οὐ, ἀλλ' ἡ τῶν πατέρων πιστοῦ-
<014r>	ри насъ· о҅нъ же кь҆ н҄имъ· нъ о҅т꙽ци ваші	ται ἡμᾶς συνήθεια”. Ὁ δὲ πρὸς αὐτούς· „Ἀλλ' οἱ πατέρες ὑμῶν
<014r>	а҅кꙑ бесловесънаꙗ животъна о̑у прѣль҆-	ὡς ἄλογα ζῶα ἐπλανῶν-
<014r>	сти бѣа҅хѫ· не сѫште въ раꙁоумѣ и҅сті -	το μὴ ὄντες ἐν γνώσει τοῦ ἀλη-
<014r>	н꙽наа҅го бога· а҅ште бо бꙑшꙙ ѥ҅го вѣдѣ-	θινοῦ θεοῦ· εἰ γὰρ ἐγίνωσκον αὐτόν,
<014r>	ли· не бꙑшꙙ къ глоухоу и҅ неподвижь҆-	οὐκ ἂν εἰς κωφὸν καὶ ἀκίνη-
<014r>	ноу камꙑкоу толико творили тьшта-	τον λίθον τοσαύτην ἐποιοῦντο σπου-
<014r>	ниѥ· Дадите же ми на н҄ь власть· и҅ по-	δήν. Δότε δέ μοι τούτου τὴν ἐξουσίαν καὶ δεί-
<014r>	кажѫ вамъ кого чь҆тете и҅ к꙽то ѥ҅стъ бо-	ξω ὑμῖν, τίνα σέβεσθε καὶ εἶναι λέγετε θε-
<014r>	гъ вашъ· да покажѫ ѥ҅го чрь҆ниломъ·	ὸν ὑμῶν· χρίσω αὐτὸν ἀσβόλην,
<014r>	да виждѫ може ли и҅ꙁмꙑти себе· и҅ да-	εἰ δυνηθείη ἐκπλῦναι ἑαυτόν· ἢ δό-
<014r>	дите ми м꙽латъ желѣꙁнъ и҅ съкроушѫ	τε μοι σφύραν σιδηρὰν καὶ συντρίψω
<014r>	ѥ҅го· и҅ видимъ може ли пакꙑ въ о҅бра-	αὐτόν, εἰ δυνηθείη σχήματι ἀναμορφω-
<014r>	ꙁѣ своѥ҅мъ бꙑти· подамъ же ѥ҅моу бра-	θῆναι· ἐπιδώσω δὲ αὐτῷ βρῶ-
<014r>	шъно· и простеръ рѫкѫ вьꙁемъ да ꙗ҅стъ·	σιν, εἰ ἐκτείνοι χεῖρα καὶ ἐπιλαβόμενος φάγοι.
<014r>	доколи беꙁоумь҆л҄и ѥ҅сте· сего не раꙁоу-	Ἕως πότε ἄφρονες ἔστε ταῦτα μὴ νοοῦν-
<014v>	мѣѭ̑ште· нъ нꙑн҄ꙗ послоушаи҅те мене·	τες; Ἀλλὰ νῦν ἀκούσατέ μου,
<014v>	ꙗ҅ко и҅ а҅ꙁъ ѥ҅смъ вашего племене· штоу-	ὅτι κἀγὼ τῆς ὑμετέρας εἰμὶ φυλῆς, ἀλλό-
<014v>	ждъ же васъ дѣломъ· о҅станѣте сꙙ о҅тъ	τριος δὲ τῶν πράξεων ὑμῶν. Ἀπόσχεσθε
<014v>	сихъ и҅ нао̑учѫ васъ кого бꙑ чисти· и҅	τούτων καὶ διδάξω ὑμᾶς, τίνα δεῖ σέβειν καὶ
<014v>	клан҄ꙗти сꙙ богоу и҅же въ вꙑшь҅н҄иїхъ	προσκυνεῖν θεὸν τὸν ἐν τοῖς ὑφίστοις
<014v>	сѣдꙙи҆· бога сѫшта крѣпа· невиди-	καθήμενον, θεὸν ὄντα ἰσχυρὸν ἀόρα-
<014v>	ма вь҆се же видꙙшта· творьца небоу	τον, πάντα δὲ καθορῶντα, τὸν κτίστην οὐρανοῦ
<014v>	и҅ ꙁеми· и҅ морю· и҅ вь҆сѣмъ и҅же сѫтъ вь҆	καἰ γῆς καὶ θαλάσσης καὶ πάντων τῶν ἐν
<014v>	н҄ихъ· цр꙯ь ѥ҅стъ крѣпькъ и҅ силенъ· и҅	αὐτοῖς· βασιλεύς ἐστιν κραταιὸς καὶ δυνατός,
<014v>	съпасаѧ въ рати своѧ· погоубь҆ꙗѧ же	ἐν πολέμοις σώζων τοὺς ἰδίους, καταπολεμῶν δὲ
<014v>	врагꙑ· и҅ коумиромъ слоугоуѭ̑шти-	τοὺς ἐχθροὺς καὶ εἰδωλοθύ-
<014v>	їмъ· и҅ бѣсомъ жьрѫштꙙѩ а҅ не богоу·	τας·... καὶ τοῖς δαιμονίοις ἐπιθύουσι, καὶ οὐχὶ θεῷ,
<014v>	тацѣмъ врагъ ѥ҅стъ дръꙁъ· тъ не про-	τοῖς τοιούτοις ἐχθρός ἐστιν ἀπότομος. Αὐτὸς οὖν οὐκ ἐπι-
<014v>	ситъ жрътвъ кръвавъ· нъ бе събла-	ζητεῖ θυσίας αἱμάτων, ἀλλὰ ἀπλα-
<014v>	ꙁна хоштетъ да сꙙ поꙁнаѥ҅тъ о҅тъ	νῶς θέλει γνωρίζεσθαι... παρὰ
<014v>	приходꙙштиїхъ къ н҄емоу· беꙁ лѫ-	τῶν προσερχομένων αὐτῷ· ἀπεριέρ-
<014v>	кꙑ и҅ бе ꙁълобꙑ· вѣровати же ѥ҅моу ꙗ҅-	γως καὶ ἀκακούργως πιστεύειν δεῖ αὐτῷ, ὅ-
<014v>	ко богъ и҅стинънꙑи҆· и҅ о҅тець҆ сн꙯оу и҅но-	τι θεός ἐστιν ἀληθινὸς καὶ πατὴρ υἱοῦ μονο-
<014v>	чꙙдоу· бо꙯у сѫштоу и҅стинъноуо̑умꙋ·	γενοῦς, θεοῦ ὄντος ἀληθινοῦ
<014v>	го꙯у нашемоу їс꙯ хс꙯оу· и҅же о҅тъ от꙽ца не-	τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ, ὃς τοῦ πατρὸς ἀ-
<014v>	раꙁлѫченъ ѥ҅стъ· ѥ҅гоже ради и вѣкꙑ	χώριστος ὑπάρχει, δι' οὗ καὶ τοὺς αἰῶνας
<014v>	сътвори· ҅Обьшть҆никъ же бж꙯ьствоу·	ἐποίησεν. Κοινωνὸς τῆς θεότητος
<014v>	и҅ цѣсарь҆ствоу ѥ҅го· и҅ сн꙯оу ѥ҅моу ѥ҅стъ	καὶ τῆς βασιλείας καὶ τοῦ υἱοῦ ἐστι
<014v>	дх꙯ъ ст꙯ꙑи҆· и҅же о҅тъ о҅т꙽ца и҅сходитъ	τὸ πνεῦμα τὸ ἅγιον, ὃ παρὰ τοῦ πατρὸς ἐκπορεύεται
<014v>	благотворꙙи҆· и҅же ѥ҅стъ надъ вьсѣ-	ἀγαθοποιὸν... ὅ ἐστιν ἐπὶ πάν-
<014v>	ми дѣлаѥ҅мо· си о̑убо триїмень҆наꙗ	τα τὰ ἔργα αὐτοῦ. Αὕτη οὖν ἡ τρισώνυμος ὀνομασία
<014v>	ѥ҅д꙽но сѫтъ бж꙯ьство· ѥ҅динъ ѥ҅стъ б꙯ъ·	μία ἐστιν θεότης, εἷς ἐστιν θεός,
<014v>	ревь҆нивъ сꙑ· и҅ о҅гн҄ь попал҄ѣѧ врагꙑ	ζηλωτὴς ὑπάρχει καὶ πῦρ καταναλίσκον τοὺς ἐχθροὺς
<014v>	своѧ· и҅же коумирꙙ чьтѫтъ а҅кꙑ бг꙯ꙑ·	αὐτοῦ τοὺς τὰ εἴδωλα σεβομένους ὡς θεοὺς
<015r>	и҅ бѣсомъ жьрѫтъ· и҅ попалꙗѧ вь҆ н҄и-	καὶ τοῖς τῶν δαιμόνων θύουσι βωμοῖς ἀμυνόμενος καὶ καταφλέγων [αὐτοὺς] ἐν αὐ-
<015r>	хъ вь҆ дь҆ни гнѣвоу· и҅ о҅тъмь҆стивъ·	τοῖς ἐν ἡμέρᾳ ὀργῆς καὶ ἐκδικήσεως·
<015r>	милосръдъ же ѥ҅стъ лише къ вь҆сѣмъ·	φιλάγαθος δέ ἐστιν εἰς ὑπερβολὴν πᾶσι
<015r>	приꙁꙑваѭ̑штиїмъ ї и҅ вѣроуѭ̑шти-	τοῖς ἐπικαλουμένοις αὐτὸν καὶ τοῖς εἰς αὐτὸν πιστεύ-
<015r>	мъ к꙽ н҄емоу· паче же и҅же о҅тъ нечь҆сти-	ουσιν· μάλιστα ὅταν ἀπὸ ἀσεβεί-
<015r>	ꙗ о҅братꙙтъ сꙙ къ н҄ѥмоу· любитъ же	ας ἐπιστρέψωσι πρὸς αὐτόν· ἀγαπᾷ δὲ
<015r>	и҅ любꙙштꙙѧ ѥ҅го· славитъ же и҅ славꙙ-	καὶ τοὺς ἀγαπῶντας αὐτὸν καὶ δοξάζει τοὺς δοξάζον-
<015r>	штꙙѩ ѥ҅го· радоуѥ҅тъ сꙙ о҅ мирѣ· ѥ҅же	τας αὐτὸν, χαίρει ἐπὶ εἰρήνῃ καὶ τῇ
<015r>	дроугъ дроуга любитъ· веселитъ сꙙ	εῖς ἀλλήλους ἀγάπῃ, τέρπεται
<015r>	пакꙑ о҅ чистости житиꙗ· и҅ о҅ сь҆мѣре-	πάλιν ἐπὶ [ἁγνείᾳ καὶ] σωφροσύνῃ [ἐπὶ σεμνότητι] βίου καὶ ταπεινοφρο-
<015r>	ниї и҅же о̑убо ꙁъла ненавидитъ· и҅ о҅ добрѣ	σύνῃ. Τὸν τοίνυν τὰ πονηρὰ μισοῦντα καὶ ἐπὶ τοῖς καλοῖς
<015r>	порадоуѥ҅тъ сꙙ· а҅ште ѥ҅го не любите· ꙗ҅-	χαίροντα, ἐὰν μὴ ἀγαπᾶτε, εὔδη-
<015r>	вѣ ѥ҅стъ ꙗ҅ко ꙁь҆ли ѥ҅сте· и҅ мꙙтежь҆ни-	λόν ἐστιν, ὅτι φαῦλοί ἐστε καὶ ἀντάρ-
<015r>	ци· и҅ не и҅мате мошти сътрьпѣти гнѣ-	ται καὶ οὐ μὴ δυνηθῆτε ἐνεγκεῖν αὐτὸν ὀργιζό-
<015r>	ва ѥ҅го· Нъ послоушаи҅те и҅ не о҅жесточи-	μενον, ἀλλὰ ἀκούσατε καὶ μὴ σκληρύ-
<015r>	те вꙑѧ вашеѧ к꙽ н҄емоу· пон҄еже ꙗ҅ко	νητε τοὺς τραχήλους ὑμῶν πρὸς αὐτόν, ὅτι ὡς
<015r>	рѣхъ не и҅мате мошти сътрь҆пѣти ꙗ҅-	ἔφην οὐ μὴ δυνηθῆτε ἐνεγκεῖν ὀρ-
<015r>	рости гнѣва ѥ҅моу· на такꙑѧ бо напра-	γὴν θυμοῦ αὐτοῦ· πρὸς γὰρ τοὺς τοιούτους ἀπο-
<015r>	сно ꙗ҅ритъ сꙙ· а҅ ѥ҅же нꙑн҄ѣ а҅кꙑ беꙁоу-	τόμως ὀργίζεται, ἃ δὲ νῦν
<015r>	мь҆ли ѥ҅сте· на слоужь҆бѫ блаꙁнꙙштоу	ποιεῖτε εἰς θεραπείαν τοῦ ἀπατῶντος
<015r>	васъ диꙗ҅волоу· нъ о҅ставивъше и҆ о҅тъ-	ὑμᾶς διαβόλου καταλείψαντες ἀπόσχε-
<015r>	стѫпите о҅тъ н҄его· и҅ о҅братите сꙙ къ	σθε καὶ ἐπιστράφητε πρὸς
<015r>	го꙯у нашемоу їс꙯ хс꙯оу· и҅ вь҆сѣхъ васъ бла-	τὸν κύριον ἡμῶν Ἰησοῦν Χριστόν, καὶ πάντων ὑμᾶς τῶν αὐτοῦ ἀ-
<015r>	гꙑи҅хъ насꙑтитъ· о̑учꙙштоу же ѥ҅мꙋ	γαθῶν ἐμπλήσει“. Ὡς δὲ παρῄνει
<015r>	сихъ· о҅тъ такого беꙁоумиꙗ о҅тъстѫ-	αὐτοῖς τῆς τοιαύτης ἀνοίας ἀποσχέ-
<015r>	пити· и҅ на съпасъноѥ҆ прѣи҅ти пропо-	σθαι καὶ ἐπὶ τὸ σωτήριον μεταβαλέ-
<015r>	вѣданиѥ· о҅ни же прѣбꙑваа҅хѫ непо-	σθαι... ἔμενον ἀπειθοῦν-
<015r>	корꙙште сꙙ ѥ҅моу· ꙗ҅коже и҅ на гнѣвъ о҅-	τες αὐτῷ, ὥστε καὶ εἰς ὀργὴν τρα-
<015r>	братити сꙙ и҅мъ на н҄ь· въꙁвраштаѭ̑-	πῆναι αὐτοὺς κατ' αὐτοῦ ὡς ἐμποδιζο-
<015v>	штоу ѧ ѥ҅моу о҅тъ трѣбъ и҅мъ паче же бъ-	μένης παρ' αὐτοῦ τῆς νενομισμένης αὐτῶν ἑορτῆς, μᾶλλον δὲ καὶ
<015v>	шъѭ̑ ставꙙштоу· мꙙтежоу же бꙑвъ-	ὡς ἀνατρεπομένης παρ' αὐτοῦ. Ταραχῆς δὲ γενομέ-
