H3 Content	OS Content	GK Content
<160v8><160v9><160v10><160v11><160v12><160v13><160v14><160v15><160v16><160v17><160v18><160v19><160v20><160v21><160v22><160v23><160v24><160v25><160v26>	и҅ новолѣпь҆но чоудесе· ꙗ҅ко младоу и҅ неи҅скоусъноу ꙁьла· дѣтии младъ· съсѫштъ тѣлеси молити прости вь҆чꙙти господеви· въ и҅сповѣдании҆· богомь҆ нао̑ученѫѭ̑ пѣснь҆· ꙗ҅коже древь҆ѥ мѡ̑ӱсии҆ и҅ꙁъ е҅гупта людемь҆· благословешенъ грꙙдꙑи҆ въ и҅мꙙ господь҆н҄е· Дь҆несь҆ радостиѭ̑ радоуѥ҅тъ сꙙ блаженꙑи҅ дауи҅дъ· о̑украшенами гѫсль҆ми младеништи· сь҆ н҄имиже и҅ ликоуѥ҆ доухомь҆· и҅ веселꙙ сꙙ ꙗ҅ко и҅ прѣжде· прѣдь҆ лицемъ ковь҆чега божиꙗ поѥ҅тъ и҅ гласитъ сладь҆ко· благословешенъ грꙙдꙑи въ и҅мꙙ господь҆н҄е· к н҄емоуже речемъ· Глагол҄и намъ ѡ̑ пророче· кто сь҆ грꙙдꙑи въ и҅мꙙ господь҆н҄е· не моѥ рече о̑учениѥ дь҆несь҆· младеништемь бо ѥ҅стъ о̑улоучено· о҅тъ съврь҆шивъшааго и҆ꙁ оустъ младеништемъ и҅ съсѫштии҅мъ хвалѫ· раꙁдроушити врага и҅ мь҆сть҆ника·	Καὶ τὸ καινοπρεπὲς τοῦ θαύματος, ὅτι τῇ νέᾳ καὶ ἀπειροκάκῳ τῶν νηπίων παίδων καὶ θηλαζόντων ἡλικίᾳ τὰ πρεσβεῖα συνεχώρησε τοῦ ἐξάρξαι τῷ κυρίῳ ἐν ἐξομολογήσει τὸ θεοδίδακτον ᾆσμα, καθὰ πάλαι Μωϋσῆς τῷ ἐξ Αἰγύπτου λαῷ τὸ Εὐλογημένος ὁ ἐρχόμενος ἐν ὄνόματι κυρίου. Σήμερον χαρὰν χαίρει ὁ μακάριος Δαυΐδ, σεσυλημένος τὴν κιθάραν ὑπὸ νηπίων, οἷςκαὶ συγχορεύων τῷ πνεύματι καὶ συνευωχούμενος, καθάπερ τὸ πρὶν πρὸ προσώπου τῆς κιβωτοῦ τοῦ θεοῦ. συμμουσουργεῖ καὶ συμψελλίζει ἡδέως· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου. Πρὸς ὃνἐροῦμεν· Λέγε ἡμῖν, ὦ προφήτα, τίς οὗτος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου; Οὐκ ἐμόν, φησί, τὸ διδασκαλεῖον σήμερον· νηπίοις γὰρ ἀφιέρωται παρὰ τοῦ καταρτίσαντος ἐκ στόματος νηπίων καὶ θηλαζόντων αἶνον τοῦ καταλῦσαι ἐχθρὸν καὶ ἐκδικητὴν
<160v27><160v28><160v29><160v30><161r1><161r2><161r3><161r4><161r5><161r6>	да и҅ чоудесъ дѣлꙗ сихъ· о҅братꙙтъ сꙙ срь҆дь҆ца о҅тцемь҆ на чꙙда· и҅ о҅слоушь҆ливꙑмъ на мѫдрость҆ правь҆дивꙑи҅хъ· Вѣштаите ѡ̑ о҅троци· о҅тъкѫдоу вамъ добраꙗ си и҅ веселаꙗ реть҆ и҅ пѣснь҆· кто нао̑учивъи҆ вꙑ· кто о̑умѫдривꙑи҆ вꙑ· кто съвъкоупивꙑи҆· кде книгꙑ кде сь҆вѣдѣтел҄е· прио҅бь҆штите сꙙ рѣшꙙ нашемь҆ веселии҆· и҅ пѣсни да навꙑкнете· и҅же мѡусиї и҅ їнѣмъ пророкомъ на помꙑслѣ·	ὅπως καὶ διὰ τῶν θαυμάτων τούτων ἐπιστραφῶσι καρδίαι πατέρων ἐπὶ τέκνα, καὶ ἀπειθῶν ἐν φρονήσει δικαίων. Λέγετε, ὦ παῖδες, πόθεν ὑμῖν ἡ καλὴ αὕτη καὶ ἐπίχαρις ἅμιλλα καὶ ᾠδή; τίς ὁ διδάξας; τίς ὁ σοφίσας; τίς ὁ συναθροίσας ; ποῦ αἱ δέλτοι; τίνες οἱ παιδαγωγοί; Συγκοινωνήσατε ἡμῖν, φασί, τῇ εὐωχίᾳ καὶ μελωδίᾳ, καὶ μαθήσεσθε τὰ Μωϋσῇ καὶ τοῖς λοιποῖς προφήταις ἐν ἐπιθυμίαις.
<161r7><161r8><161r9><161r10><161r11><161r12><161r13>	Да ѥ҅лма побѣждени бꙑхомъ· и҅ десноѥ намъ дашꙙ о҅троци причꙙштениѥ· грꙙдѣмъ вь҆ꙁлюбь҆ѥ҅нии· и҅ мꙑ вь҆ꙁдревь҆ноуи҅мъ боговесель҆ноуо̑умоу ликоу· и҅ съ а҅постолꙑ пѫть творити· въсшь҆дъшоуо̑умоу на небо небесе на вь҆сходъ· и҅ на о҅слꙙти ꙗ҅коже благоволи сѣдꙙштоу на ꙁеми·	Ἐπεὶ οὖν προετράπημεν, καὶ δεξιὰς ἡμῖν ἔδωκαν οἱ παῖδες κοινωνίας, δεῦρο, ἀγαπητοί, καὶ ἡμεῖς ζηλώσωμεν τὴν θεοτερπῆ χορείαν, καὶ μετὰ τῶν ἀποστόλων ὁδοποιήσωμεν τῷ ἐπιβεβηκότι ἐπὶ τὸν οὐρανὸν τοῦ οὐρανοῦ κατὰ ἀνατολάς, καὶ ἐπὶ ὑποζύγιον, ὡς εὐδόκησεν, ἐποχουμένῳ ἐπὶ γῆς.
<161r14><161r15><161r16><161r17><161r18><161r19><161r20> <161r21><161r22><161r23><161r24><161r25>	съ младеништи вѣиѥ вь҆ꙁь҆мѣмь҆· и҅ сь҆ лѣторасль҆ми ликоуи҅ми· да и҆ въдоунетъ въ нꙑ ст꙯ꙑи҆ доухъ· и҅ богонао̑ученѫѭ̑ въспоустимъ въ чинъ пѣснь҆· благословешенъ грꙙдꙑи въ и҅мꙙ господь҆н҄е· ѡ̑санна въ вꙑшь҆н҄иїхъ· Дь҆несь҆ и҅ о҅тцемъ старѣишина доухомъ праꙁдъноуѥ їа҅кѡ̑въ· видꙙ проречениѥ҆ своѥ на дѣло и҅съшедъше· и҅ привꙙꙁаѭ̑штааго къ виноградоу жрѣбꙙ своѥ· вь҆сѣдъшааго на жрѣбꙙ ю̑но· и҅ сь҆ вѣрънꙑи҅ми покланꙗѥтъ сꙙ доухомь҆· Дь҆несь҆ жрѣбꙙ готоваѥ҅мо ѥ҅стъ·	Μετὰ νηπίων τὰ κλάδη ἄρωμεν, καὶ τοῖς θαλλοῖς κροτήσωμεν, ὅπως ἐπιπνεύσηκαὶ ἡμῖν τὸ πνεῦμα τὸ ἅγιον, καὶ τὴν θεοδίδακτον ἀναπέμψωμεν εὐτάκτως ᾠδήν. Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου ὡσαννὰ ἐν τοῖς ὑψίστοις. Σήμερον καὶ ὁ πατριάρχης ἐν πνεύματι ἑορτάζει Ἰακώβ, ὁρῶν τὴν προφητείαν αὐτοῦ εἰς ἔργον ἀχθεῖσαν, καὶ τὸν δεσμεύοντα πρὸς ἄμπελον τὸν πῶλον αὐτοῦ, ἐπιβεβηκότα ἐπὶ πῶλον νέον· καὶ μετὰ τῶν πιστῶν προσκυνεῖ τῷ πνεύματι. Σήμερον πῶλος ἑτοιμάζεται
<161r26><161r27><161r28><161r29><161r30>	бесловесьнꙑихъ странъ· прьвоѥ несловесъноѥ въꙁбоуꙗ҅ниѥ· на покаꙁаниѥ покорению̑· и҅же о҅тъ странъ нови людиѥ· и҅ младеништи проповѣдаѭ̑тъ сихъ къ богоу поꙁнаниꙗ младень҆ство· и҅ ѥ҅же по сем꙽·	τὸ τῶν ἀλογίστων ἐθνῶν τὸ πρὶν ἄλογον ἐξεμπλάριον εἰς ἔνδειξιν ὑποταγὴς τοῦ ἐξ ἐθνῶν νέου λαοῦ καὶ νήπια καταμηνύουσι τὴν τούτων πρὸς θεογνωσίαν νηπιότητα, καὶ τὴν μετὰ ταῦτα
<161v1><161v2><161v3><161v4><161v5>	на благочь҆стиѥ съврь҆шениѥ· Дь҆несь цѣсарь҆ славꙑ на ꙁеми пророчь҆скꙑ славимъ ѥ҅стъ· и҅ причꙙсть҆никꙑ небесь҆ноуо̑умоу веселию̑· ꙁемь҆нꙑѧ сь҆твори· да покажетъ ꙗ҅ко тъ ѥ҅стъ господь҆ о҅бои҅мъ· а҅кꙑ о҅тъ о҅бои҅хъ·	πρὸς εὐσέβεαν τελειότητα. Σήμερον ὁ βασιλεὺς τῆς δόξης ἐπὶ τῆς γῆς προφητικῶς δοξάζεται, καὶ κοινωνοὺς τῆς ἐπουρανίου εὐωχίας τοὺς γηγενεῖς ἀναδείκνυσιν ἵνα δείξῃ ὅτι αὐτός ἐστι κύριος ἀμφοτέρων, ὡς ἑκατέρωθεν
<161v6><161v7><161v8><161v9><161v10><161v11><161v12><161v13><161v14><161v15><161v16>	ѥ҅динѣмь҆ гласомъ съ о҅тцемъ и҅ съ доухомь҆ хвалимъ· Сего дѣлꙗ горь҆н҄ии· ꙁемь҆ноѥ съпасениѥ проповѣдаѭ̑ште поꙗ҅хѫ· ст꙯ъ ст꙯ъ ст꙯ъ г꙯ь саваѡ̑ѳъ· и҅спльнь҆ небо и҅ вь҆са ꙁемь҆ꙗ славꙑ ѥ҅го· ҅А дол҄ьнии небесънꙑи҅мъ веселиѥ҅· небесь҆нꙑи҅мъ веселиѥ҅мь҆ коупно праꙁдьноуѭ̑ште ꙁовѣа҅хѫ· ѡ̑сан꙽на въ вꙑшь҆н҄ии҆хъ· ѡ̑санна сꙑноу даӱидовоу· и҅ о҅ви славь҆ꙗ҅хѫ· благословешена слава господь҆нꙗ о҅тъ мѣста ѥ҅моу· а҅ дроуꙁиїбогословештваа҅хѫ·	συμφώνως σὺν πατρὶ καὶ πνεύματι ἀνυμνούμενος. Διὰ τοῦτο οἱ μὲν ἄνω τὴν ἐπὶ γῆςσωτηρίαν καταμηνύοντες ἔψαλλον· Ἅγιος, ἅγιος, ἅγιος, κύριος σαβαώθ, πλήρης πᾶσα ἡ γῆ τῆς δόξης αὐτοῦ· οἱ δὲ κάτω τῇ ἐπουρανίῳ εὐφροσύνῃσυμπανηγυρίζοντες ἐκραύγαζον· Ὡσαννὰ ἐν τοῖς ὑψίστοις, ὡσαννὰ τῷ υἱῷ Δαυΐδ. Καὶ οἱ μὲν ἐδοξολόγουν· Εὐλογημένη ἡ δόξα κυρίου ἐκ τοῦ τόπου αὐτοῦ, οἱ δὲ ἐθεολόγουν·
<161v17><161v18><161v19><161v20><161v21><161v22><161v23><161v24>	благословешенъ грꙙдꙑи҆ вь҆ и҅мꙙ господьн҄е· Сим же сице творимомъ· и҅ о̑ученикомъ ликоуѭ̑штемъ· о҅ вь҆сѣхъ силахъ ѧ҅же видѣшꙙ· и҅ глагол҄ѫштемъ· благословешенъ грꙙдꙑи въ и҅мꙙ господь҆н҄е· на небеси миръ· а҅ на ꙁеми слава· градъ трꙙсѣ꙽ше сꙙ глагол҄ꙙ к꙽то сь҆ ѥ҅стъ· о҅слѣпь҆ѥ҅нѫ ꙁависть҆ на владꙑчь҆скѫ славѫ подвиг꙽·	Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου• Τούτων δὲ οὕτω τελουμένων, καὶ τῶν μαθητῶν χορευόντων περὶ πασῶν ὧν εἶδον δυνάμεων, καὶ λεγόντων· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου· ἐν οὐρανῷ εἰρήνη καὶ ἐπὶ γῆς δόξα. Ἡ πόλις ἐσείετο λέγουσα· Τίς ἐστιν οὗτος; πεπωρωμένον φθόνον κατὰ τῆς τοῦ δεσπότου δόξης κινοῦσα.
<161v25><161v26><161v27><161v28><161v29><161v30><162r1><162r2><162r3><162r4><162r5><162r6><162r7><162r8><162r9><162r10><162r11><162r12><162r13><162r14>	градъ же слꙑшꙙ ветъхꙑи҆ събора бес чина ѥ҆ множь҆ство раꙁоумѣваи҆· въпрашаѭ̑тъ беꙁоумь҆л҄и· кто ми ѥ҅стъ· а҅кꙑ ніколиже видѣвъше благодѣтелꙗ· и҅ славъна боголѣпь҆нꙑи҅ми чоудесꙑ· не бо постигнѫ стѣн҄ь· ѥ҅же вь҆ н҄емь просвь҆тѣ сꙙ немрь҆чемꙑи свѣтъ· тѣмже ꙗ҅вѣ прѣжде вь҆пиꙗ҅ше и҅саиа҅ к н҄имъ глагол҄ꙙ· глоусии҆ слꙑшите· и҅ слѣпии҆ проꙁираи҅те видѣти· то кто слѣпъ нъ о҅троци мои҆· и҅ глоуси· нъ владѫшти и҅ми· и҅ о҅сльпнѫшꙙ роби божиї· Видѣсте многъкратꙑ· и҅ не сь҆набь҆дѣсте· о҅тврь҆стѣ о̑уши и҅ не слꙑшасте· видите ли вь҆ꙁлюбь҆ѥ҅нии҆· о҅пасениѥ словесь҆· како божии свꙙтꙑи доухъ· свꙙтꙑими свои҅ми҆· а҅кꙑ о̑уже сѫшта· хотꙙштаꙗ бꙑти проповѣдаа҅ше· видѣшꙙ бо беꙁаконници и҅ о҅сꙙꙁашꙙ чоудесꙑ чоудотворца бога· и҅ вь҆ невѣрь҆ствѣ прѣбꙑшꙙ· вѣдѣшꙙ слѣпаа҅го о҅тъ рода·	Πόλιν δὲ ἀκούων, τὴν παλαιὰν τῆς συναγωγῆς ἄτακτον πληθὺν ἐπιγίνωσκε. Διερωτῶσιν οἱ ἀγνώμονες· Τίς ἐστιν οὗτος; ὡς μήπω ἑωρακότες τὸν εὐεργέτην καὶ περιβόητον τοῖς θεοπρεπέσι θαύμασιν. Οὐ γὰρ κατέλαβεν ἡ σκιὰ τὸ ἐν αὐτῇ ἐπιλάμψαν ἄδυτον φῶς. Ὅθεν εὐθυβόλως προανακέκραγε Ἡσαΐας πρὸς αὐτούς, λέγων· Οἱ κωφοὶ ἀκούσατε, καὶ οἱ τυφλοὶ ἀναβλέψατε ἰδεῖν. Καὶ τίς τυφλός, ἀλλ' ἢ οἱ παῖδές μου; καὶ κωφοὶ, ἀλλ' ἢ οἱ κυριεύοντες αὐτῶν; Καὶ ἐτυφλώθησαν οἱ δοῦλοι τοῦ θεοῦ. Εἴδετε πολλάκις, καὶ οὐκ ἐφυλάξασθε ἠνεῳγμένα τὰ ὦτα, καὶ οὐκ ἠκούσατε. Ὁρᾶτε, ἀγαπητοί, ἀκρίβειαν λόγων; ὅπως τὸ θεωρητικὸν θεῖον πνεῦμα διὰ τῶν ἁγίων αὐτοῦ, ὡς παρόντα, τὰ μέλλοντα προεκήρυττεν ; Εἶδον γὰρ οἱ ἀχάριστοι, καὶ ἐψηλάφησαν διὰ τῶν θαυμάτων τὸν θαυματουργὸν θεόν, καὶ τῇ ἀπιστία ἐνέμειναν· εἶδον τυφλὸν ἐκ γενετῆς
<162r15><162r16><162r17><162r18><162r19><162r20><162r21><162r22> <162r23><162r24><162r25><162r26><162r27><162r28><162r29><162r30>	о҅свѣтивь҆шааго и҅ господи проповѣдаѭ̑шта· видѣшꙙ многꙑ годꙑ сь҆вꙙꙁана ѧ҅ꙁи о҅слабьѥ҅нааго· повелѣниѥ распрꙙжена о҅тъ ꙁь҆лоби· видѣшꙙ лаꙁара о̑ухода сь҆мрь҆ти бивъша· слꙑшашꙙ по мороу хождениѥ҆· недѣланоѥ винодатиѥ· нетꙙжаннѫѭ̑ пиштеѭ̑ крь҆мл҄ениѥ· бѣсовъ прогон҄ениѥ· болꙙштии҅хъ и҅сцѣл҄ениѥ· гостинь҆ци и҅хъ силꙑ проповѣдаахѫ· пѫтиѥ и҅хъ цѣль҆бꙑ пѫть҆никомь҆ проповѣдаа҅хѫ· вь҆са и҅ю̑деа и҅спль҆ни сꙙ благодѣа҅нии҆· тоже нꙑнꙗ пꙑтаѭ̑тъ кто сии ѥ҅стъ· ҅Ѡ веле несъмꙑшл҄ениѥ ль҆жии҅хъ о̑учител҄ь· ѡ̑ о҅слоушь҆ливꙑи҅хъ о҅ть҆ць· ѡ̑ боуи҅хъ старь҆ць҆· ѡ̑ сѣмꙙ ханаа҅на бесрамь҆ка· а҅ не чоудꙑ блаженааго·	τὸν φωταγωγήσαντα κύριον κηρύττοντα· εἶδον σύγχρονον καὶ σύζυγον τῇ ἀσθενείᾳ παράλυτον προστάγματι διαζευχθέντα τῆς κακουχίας· ἐθεάσαντο Λάζαρον φυγάδα θανάτου γεγονότα· ἤκουσαν τὸν ἐν θαλάσσῃ περίπατον, τὴν ἀγεώργητον οἰνοδοσίαν, τὴν ἄμοχθον ἀρτοτροφίαν, τὴν τῶν δαιμόνων ἀπελασίαν, τὴν τῶν καμνόντων εὐρωστίαν, αἱ πλατεῖαι αὐτῶν τὰς δυνάμεις ἐκήρυττον, αἱ ὁδοὶ αὐτῶν τὰς ἰάσεις τοῖς ὁδοιπόροις κατήγγελλον· πᾶσα ἡ Ἰουδαία ἐπληρώθη τῶν εὐεργεσιῶν, καὶ νῦν πυνθάνονται· Τίς ἐστιν οὗτος; Ὢ τῆς ἀνοίας τῶν ψευδωνύμων διδασκάλων, ὢ τῶν ἀπειθῶν πατέρων, ὢ τῶν ἀφρόνων πρεσβυτέρων, ὢ σπέρμα Χαναὰν τοῦ ἀναιδοῦς, καὶ οὐκ Ἰούδα τοῦ εὐλαβοῦς
<162v1><162v2><162v3><162v4><162v5><162v6><162v7><162v8><162v9><162v10><162v11><162v12>	чꙙда поꙁнашꙙ творь҆ца· а҅ о҅слоушь҆ливии҆ о҅ть҆ци глаголаахѫ кто сь҆ ѥ҅стъ· ю̑наꙗ и беꙁълобь҆наꙗ врь҆ста творь҆ца похвали· а҅ и҅ꙁъо̑умѣвъшии҅ сꙙ дь҆нь҆ми ꙁълꙑ· въпрашаа҅хѫ кто сь҆ ѥ҅стъ· съсѫштии богословꙙтъ· а҅ старьци хоулꙙтъ· о҅троци благочь҆сть҆но слоужꙙтъ хвалѫ· а҅ нечистии҆ жь҆рь҆ци ꙁь҆лѣ гнѣваѭ̑тъ сꙙ· о҅слоушъливии мѫдростиѭ̑ правь҆дивꙑи҅хъ· о҅братите сꙙ къ чꙙдомъ свои҅мъ· навꙑкнѣте таи҅на божиа҆· то само творимоѥ послоухоуѥ҆· ꙗ҅ко богъ ѥ҅стъ сице хвалимꙑи҆· ненао̑ученꙑи҅ми ѧ҅ꙁꙑкꙑ·	τὰ τέκνα ἐπέγνωσαν τὸν κτιστὴν, καὶ οἱ ἀπειθεῖς πατέρες ἔλεγον· Τίς ἐστιν οὗτος; Ἡ νέα καὶ ἀδαὴς ἡλικία τὸν θεὸν ἀνύμνησε καὶ οἱ πεπαλαιωμένοι ἡμερῶν κακῶν ἐπυνθάνοντο · Τίς ἐστιν οὗτος; Θηλάζοντες θεολογοῦσι, καὶ πρεσβύτεροι βλασφημοῦσι, παῖδες εὐσεβῶς ἱερουργοῦσιν αἶνον, καὶ ἀνίεροι ἱερεῖς δυσσεβῶς ἀγανακτοῦσιν; Ἀπειθεῖς ἐν φρονήσει δικαίων, ἐπιστρέψατε τὰ τέκνα ὑμῶν· μάθετε μυστήρια θεοῦ. Αὐτὸ τὸ τελούμενον μαρτυρεῖ, ὅτι θεός ἐστιν ὁ οὕτως ἀνυμνούμενος ὑπὸ ἀδιδάκτων γλωσσῶν.
<162v13><162v14><162v15><162v16><162v17><162v18><162v19><162v20><162v21><162v22><162v23><162v24><162v25><162v26><162v27><162v28> <162v29><162v30><163r1><163r2>	пꙑтаи҅те писаниꙗ҆· ꙗ҅коже слꙑшасте· о҅тъ владꙑкꙑ· ꙗ҅ко та сѫтъ послоухоуѭ̑шта о҅ н҄емь҆· а҅ не решти не вѣсте чоудесе· Слꙑшите жестосрь҆дивии҆· что вамъ благовѣститъ ꙁахариꙗ҆ пророкъ· рече бо радоуи҅ сꙙ ꙁѣло дь҆шти сиѡ̑нꙗ· се цѣсарь҆ твои грꙙдетъ ти правь҆дивъ· и҅ вь҆сѣдъ на жрѣбꙙ ю̑но· почто радость҆ о҅тъ себе сътрꙙсаѥ҅те· что сль҆нь҆цоу сь҆ꙗ҅ѭ̑штоу тъмѫ любите· почто на беꙁъратии мир꙽ о̑устите рати· а҅ште да ѥ҅сте сꙑнове сиѡ̑н҄и· ликоуи҅те съ чꙙдꙑ свои҅ми· радости и҅ꙁвѣтъ бѫди вамъ· чꙙдъ вашихъ богочь҆стиѥ҆· навꙑкнѣте о҅ть҆ н҄ихъ к꙽то нао̑учивꙑи҆· к꙽то събь҆равꙑи҆· о҅тъкѫдоу о̑учениꙗ҆· коѥ҆ новоѥ богословь҆ѥ҅ниѥ҆· и҅ ветъхоѥ проречениѥ҆· ҅Аште ли о҅тъ чловѣкъ никтоже ничсоже сихъ нао̑учи· нъ о҅ себѣ хвалѫ поѭ̑тъ· раꙁоумѣи҅те божиѥ дѣло· ꙗ҅коже вь ꙁаконѣ писано ѥ҅стъ·	Ἐρευνᾶτε τὰς γραφάς, καθὼς ἠκούσατε παρὰ τοῦ δεσπότου, ὅτι αὗταί εἰσιν αἱ μαρτυροῦσαι περὶ αὐτοῦ, καὶ ἀγνοεῖτε τὸ θαῦμα. Ἀκούσατε οἱ ἀχάριστοι, τί εὐαγγελίζεται ὑμῖν ὁ προφήτης Ζαχαρίας. Φησὶ γάρ· Χαῖρε σφόδρα, θύγατερ Σιών· ἰδοὺ ὁ βασιλεύς σου ἔρχεταί σοι δίκαιος καὶ ἐπιβεβηκὼς ἐπὶ πῶλον νέον. Διὰ τί τὴν χαρὰν ἀποσείεσθε; διὰ τί ἡλίου λάμποντος τὸ σκότος ἀγαπᾶτε; διὰ τί πρὸς τὴν ἀπολέμητον εἰρήνην μελετᾶτε πόλεμον; Εἰ τοίνυν υἱοὶ Σιών ἐστε, συγχορεύσατε τοῖς τέκνοις ὑμῶν· χαρᾶς ἀφορμὴ ἔστω ὑμῖν ἡ τῶν τέκνων θεοσέβεια. Μάθετε παρ᾽ αὐτῶν, τίς ὁ διδάξας, τίς συναθροίσας, πόθεν τὰ διδάγματα, τίς ἡ καινὴ θεολογία, καὶ παλαιὰ προφητεία. Εἰ δὲ ἀνθρώπων μὲν οὐδεὶς οὐδὲν τούτους ἐδίδαξεν, αὐτόματον δὲ τὸν αἶνον ἀναμέλπουσι, γνῶτε θεοῦ τὸ ἔργον, ὡς ἐν τῷ νόμῳ γέγραπται·
<163r3><163r4><163r5><163r6>	иꙁ оустъ младеништъ и҅ съсѫштии҅хъ съвръшилъ ѥ҅си пѣснь҆· о̑усоугоубите о̑убо радость҆· ꙗ҅ко тацѣхъ о҅трокъ бꙑсте о҅троци· и҅же ѥ҅же и҅ старь҆ци не вѣдомо бꙑстъ·	Ἐκ στόματος νηπίων καὶ θηλαζόντων κατηρτίσω αἶνον. Διπλασιάσατε οὖν τὴν χαράν, ὅτι τοιούτων παίδων γεγόνατε πατέρες, οἵτινες καὶ τὰ τοῖς πρεσβυτέροις ἀγνοηθέντα
<163r7><163r8><163r9><163r10><163r11><163r12> <163r13><163r14><163r15><163r16><163r17><163r18><163r19><163r20><163r21><163r22><163r23><163r24>	богомь нао̑учении въсхвалишꙙ· о҅братите срь҆дь҆ца ваша къ чꙙдомъ҆ свои҅мъ· а҅ не сь҆мѣжаи҅те о҅чию̑ си противѫ и҅стинѣ· аште ли ти жде ѥ҅сте· да ни слꙑшꙙште слꙑшите· ни видꙙште видите· ти беꙁ оума гнѣваѥ҅те сꙙ на младеништꙙ· ти вамъ сѫдиѧ бѫдѫтъ по съпасовоу слоеси· Добрѣ и҅ о҅ семь҆ съ и҅нѣми прѣжде сьвѣшта о҅ васъ пророкъ и҅саи҆ꙗ҅ рекꙑ· не нꙑнꙗ постꙑдитъ сꙙ и҅ꙗ҅ковъ· ни нꙑнꙗ лица си мѣнитъ· нъ ѥ҅гда видꙙтъ чꙙда си дѣлеса моꙗ҆· мене дѣлꙗ о҅свꙙтꙙтъ и҅мꙙ моѥ· и҅ о҅свꙙтꙙтъ свꙙтаа҅го їꙗ҅ковь҆ꙗ· и҅ бога и҅ꙁдраи҅л҄ева о̑убоѧ҅тъ· и҅ раꙁоумѣѭ̑тъ доухомь҆ ꙁаблѫдивь҆шии҆ раꙁоумъ· и҅ гнѣваѭ̑штии҅ сꙙ навꙑкнѫтъ послоушати· и҅ ѧ҅ꙁꙑци нѣмоуѭ̑штиї навꙑкнѫтъ вѣштати миръ ⁘	θεοδιδάκτως ἀνευφήμησαν. Ἐπιστρέψατε τὰς καρδίας ὑμῶν ἐπὶ τὰ τέκνα ὑμῶν καὶ μὴ μύσητε τοὺς ὀφθαλμοὺς ὑμῶν πρὸς τὴν ἀλήθειαν. Εἰ δὲ αὐτοί ἐστε, καὶ ἀκούοντες οὐκ ἀκούετε, καὶ βλέποντες οὐ βλέπετε, καὶ μάτην διαφέρεσθε πρὸς τὰ νήπια, αὐτοὶ ὑμῶν κριταὶ ἔσονται, κατὰ τὸν τοῦ σωτῆρος λόγον. Καλῶς γοῦν καὶ τοῦτο μετὰ τῶν ἄλλων προανεφώνησε περὶ ὑμῶν ὁ προφήτης Ἡσαΐας λέγων· Οὐ νῦν αἰσχυνθήσεται Ἰακώβ, οὐδὲ νῦν τὸ πρόσωπον μεταβαλεῖ; ἀλλ' ὅταν ἴδωσι τὰ τέκνα αὐτῶν τὰ ἔργα μου, δι᾽ ἐμὲ ἁγιάσουσι τὸ ὄνομά μου καὶ ἁγιάσουσι τὸν ἅγιον τοῦ Ἰακώβ, καὶ τὸν θεὸν τοῦ Ἰσραὴλ φοβηθήσονται· καὶ γνώσονται οἱ τῷ πνεύματι πλανώμενοι σύνεσιν, οἱ δὲ γογγύζοντες μαθήσονται. ὑπακούειν, καὶ αἱ γλῶσσαι ψελλίζουσαι μαθήσονται λαλεῖν εἰρήνην.
